"uid","Name (greeting)","Name (survey)","E-mail","elso_szintu_szegmentacio_a","elso_szintu_szegmentacio_b","Department","Hierarchy level","mukodesi_terulet","iranyitasi_szint","Questionnaire language"
"resp162","resp162","resp162","resp162@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp163","resp163","resp163","resp163@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp164","resp164","resp164","resp164@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp165","resp165","resp165","resp165@example.com","törzskari","Törzskari FŐIG","Adatmenedzsment és Dok. Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp166","resp166","resp166","resp166@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp167","resp167","resp167","resp167@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp168","resp168","resp168","resp168@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp169","resp169","resp169","resp169@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp170","resp170","resp170","resp170@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp171","resp171","resp171","resp171@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp172","resp172","resp172","resp172@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp173","resp173","resp173","resp173@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp174","resp174","resp174","resp174@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp175","resp175","resp175","resp175@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp176","resp176","resp176","resp176@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp177","resp177","resp177","resp177@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp178","resp178","resp178","resp178@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp179","resp179","resp179","resp179@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","TL","országos szintű","Végrehajtás","Hungarian (formal)"
"resp180","resp180","resp180","resp180@example.com","törzskari","Törzskari FŐIG","Adatmenedzsment és Dok. Kp.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp181","resp181","resp181","resp181@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp182","resp182","resp182","resp182@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp183","resp183","resp183","resp183@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp184","resp184","resp184","resp184@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp185","resp185","resp185","resp185@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp186","resp186","resp186","resp186@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. közvetlen","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp187","resp187","resp187","resp187@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp188","resp188","resp188","resp188@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp189","resp189","resp189","resp189@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp190","resp190","resp190","resp190@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp191","resp191","resp191","resp191@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp192","resp192","resp192","resp192@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp193","resp193","resp193","resp193@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp194","resp194","resp194","resp194@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp195","resp195","resp195","resp195@example.com","HR","Humánerőforrás FŐIG","Humánerőforrás Főig. közvetlen","TL","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp196","resp196","resp196","resp196@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp197","resp197","resp197","resp197@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp198","resp198","resp198","resp198@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp199","resp199","resp199","resp199@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp200","resp200","resp200","resp200@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp201","resp201","resp201","resp201@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp202","resp202","resp202","resp202@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp203","resp203","resp203","resp203@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp204","resp204","resp204","resp204@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp205","resp205","resp205","resp205@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp206","resp206","resp206","resp206@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp207","resp207","resp207","resp207@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp208","resp208","resp208","resp208@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp209","resp209","resp209","resp209@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp210","resp210","resp210","resp210@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp211","resp211","resp211","resp211@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp212","resp212","resp212","resp212@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp213","resp213","resp213","resp213@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp214","resp214","resp214","resp214@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp215","resp215","resp215","resp215@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp216","resp216","resp216","resp216@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp217","resp217","resp217","resp217@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp218","resp218","resp218","resp218@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp219","resp219","resp219","resp219@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp220","resp220","resp220","resp220@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp221","resp221","resp221","resp221@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp222","resp222","resp222","resp222@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp223","resp223","resp223","resp223@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp224","resp224","resp224","resp224@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp225","resp225","resp225","resp225@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp226","resp226","resp226","resp226@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp227","resp227","resp227","resp227@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp228","resp228","resp228","resp228@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp229","resp229","resp229","resp229@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp230","resp230","resp230","resp230@example.com","HR","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp231","resp231","resp231","resp231@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp232","resp232","resp232","resp232@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","TL","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp233","resp233","resp233","resp233@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp234","resp234","resp234","resp234@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp235","resp235","resp235","resp235@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","TL","országos szintű","Végrehajtás","Hungarian (formal)"
"resp236","resp236","resp236","resp236@example.com","gazdálkodás","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp237","resp237","resp237","resp237@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp238","resp238","resp238","resp238@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp239","resp239","resp239","resp239@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp240","resp240","resp240","resp240@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp241","resp241","resp241","resp241@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp242","resp242","resp242","resp242@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp243","resp243","resp243","resp243@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforgalmi Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp244","resp244","resp244","resp244@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforgalmi Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp245","resp245","resp245","resp245@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp246","resp246","resp246","resp246@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp247","resp247","resp247","resp247@example.com","törzskari","Törzskari FŐIG","Törzskari Főigazgatóság közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp248","resp248","resp248","resp248@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp249","resp249","resp249","resp249@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp250","resp250","resp250","resp250@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp251","resp251","resp251","resp251@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp252","resp252","resp252","resp252@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp253","resp253","resp253","resp253@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp254","resp254","resp254","resp254@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp255","resp255","resp255","resp255@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp256","resp256","resp256","resp256@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
